step,total_steps,loss,reward_avg,tokens_per_sec,avg_response_len,eval_acc
1,500,35.971802,0.125000,21.266067,241.375000,
1,500,35.971802,0.125000,21.747011,241.375000,
1,500,35.971802,0.125000,21.595364,241.375000,
